data,produto,preco,promocao,vendas
2023-12-26,Café,43.33,1,75
2023-12-26,Açúcar,6.61,1,76
2023-12-26,Manteiga,43.8,0,48
2023-12-27,Chocolate,8.49,0,75
2023-12-27,Biscoito,8.62,0,80
2023-12-27,Leite,7.17,0,54
2023-12-27,Refrigerante,19.77,0,46
2023-12-27,Pão,15.6,0,68
2023-12-27,Arroz,39.47,0,17
2023-12-27,Feijão,38.82,0,45
2023-12-27,Café,28.59,0,45
2023-12-27,Açúcar,45.8,0,42
2023-12-27,Manteiga,43.65,0,70
2023-12-28,Chocolate,26.21,0,46
2023-12-28,Biscoito,18.91,0,43
2023-12-28,Leite,27.32,0,57
2023-12-28,Refrigerante,36.57,0,23
2023-12-28,Pão,49.21,0,39
2023-12-28,Arroz,31.46,0,48
2023-12-28,Feijão,44.03,0,22
2023-12-28,Café,17.82,0,19
2023-12-28,Açúcar,28.64,0,30
2023-12-28,Manteiga,18.85,0,30
2023-12-29,Chocolate,43.29,1,40
2023-12-29,Biscoito,10.21,0,65
2023-12-29,Leite,37.47,0,42
2023-12-29,Refrigerante,13.42,0,56
2023-12-29,Pão,16.84,1,48
2023-12-29,Arroz,36.47,1,46
2023-12-29,Feijão,20.09,0,66
2023-12-29,Café,13.08,0,33
2023-12-29,Açúcar,25.81,0,48
2023-12-29,Manteiga,24.04,0,33
2023-12-30,Chocolate,43.14,0,96
2023-12-30,Biscoito,34.6,0,90
2023-12-30,Leite,23.69,0,48
2023-12-30,Refrigerante,24.08,0,44
2023-12-30,Pão,28.13,0,73
2023-12-30,Arroz,36.4,0,87
2023-12-30,Feijão,16.34,0,85
2023-12-30,Café,21.62,0,52
2023-12-30,Açúcar,28.23,0,31
2023-12-30,Manteiga,44.57,0,63
2023-12-31,Chocolate,36.23,0,59
2023-12-31,Biscoito,36.47,0,70
2023-12-31,Leite,39.58,0,41
2023-12-31,Refrigerante,44.66,0,45
2023-12-31,Pão,29.58,0,63
2023-12-31,Arroz,37.54,0,44
2023-12-31,Feijão,14.77,0,44
2023-12-31,Café,29.23,0,80
2023-12-31,Açúcar,34.19,0,82
2023-12-31,Manteiga,40.63,0,50
2024-01-01,Chocolate,7.32,0,68
2024-01-01,Biscoito,28.61,0,21
2024-01-01,Leite,18.84,0,80
2024-01-01,Refrigerante,39.26,0,42
2024-01-01,Pão,48.1,0,44
2024-01-01,Arroz,13.67,0,25
2024-01-01,Feijão,17.78,0,28
2024-01-01,Café,20.86,0,26
2024-01-01,Açúcar,29.47,0,11
2024-01-01,Manteiga,7.37,1,45
2024-01-02,Chocolate,33.12,0,29
2024-01-02,Biscoito,13.55,0,37
2024-01-02,Leite,49.21,0,67
2024-01-02,Refrigerante,31.09,1,70
2024-01-02,Pão,29.07,0,56
2024-01-02,Arroz,35.45,0,72
2024-01-02,Feijão,41.01,0,51
2024-01-02,Café,45.1,0,57
2024-01-02,Açúcar,46.64,0,67
2024-01-02,Manteiga,29.79,0,63
2024-01-03,Chocolate,31.71,0,64
2024-01-03,Biscoito,24.79,0,45
2024-01-03,Leite,42.21,0,24
2024-01-03,Refrigerante,44.79,0,40
2024-01-03,Pão,22.93,0,73
2024-01-03,Arroz,26.8,1,62
2024-01-03,Feijão,44.08,0,78
2024-01-03,Café,16.93,1,89
2024-01-03,Açúcar,43.65,0,37
2024-01-03,Manteiga,47.43,0,58
2024-01-04,Chocolate,8.93,0,31
2024-01-04,Biscoito,23.11,0,35
2024-01-04,Leite,42.66,0,44
2024-01-04,Refrigerante,13.51,1,78
2024-01-04,Pão,30.5,1,95
2024-01-04,Arroz,9.41,1,76
2024-01-04,Feijão,15.76,0,23
2024-01-04,Café,38.89,0,57
2024-01-04,Açúcar,42.11,0,49
2024-01-04,Manteiga,10.93,0,70
2024-01-05,Chocolate,45.07,0,76
2024-01-05,Biscoito,41.47,0,52
2024-01-05,Leite,24.56,0,62
2024-01-05,Refrigerante,44.9,0,75
2024-01-05,Pão,15.37,0,40
2024-01-05,Arroz,19.2,0,74
2024-01-05,Feijão,22.97,0,24
2024-01-05,Café,45.17,0,72
2024-01-05,Açúcar,27.68,0,74
2024-01-05,Manteiga,22.58,0,58
2024-01-06,Chocolate,37.94,0,73
2024-01-06,Biscoito,23.9,0,42
2024-01-06,Leite,22.3,0,36
2024-01-06,Refrigerante,46.9,0,58
2024-01-06,Pão,20.49,0,41
2024-01-06,Arroz,8.85,0,45
2024-01-06,Feijão,30.41,1,64
2024-01-06,Café,19.9,0,54
2024-01-06,Açúcar,46.37,0,23
2024-01-06,Manteiga,34.33,0,48
2024-01-07,Chocolate,27.79,0,60
2024-01-07,Biscoito,22.65,0,23
2024-01-07,Leite,21.37,0,39
2024-01-07,Refrigerante,7.96,1,80
2024-01-07,Pão,5.82,0,55
2024-01-07,Arroz,27.61,0,90
2024-01-07,Feijão,8.22,0,48
2024-01-07,Café,14.05,0,60
2024-01-07,Açúcar,44.77,0,39
2024-01-07,Manteiga,23.83,0,42
2024-01-08,Chocolate,40.28,0,53
2024-01-08,Biscoito,10.97,0,34
2024-01-08,Leite,22.48,0,64
2024-01-08,Refrigerante,22.32,1,56
2024-01-08,Pão,43.82,0,28
2024-01-08,Arroz,39.0,1,70
2024-01-08,Feijão,6.91,0,35
2024-01-08,Café,11.55,0,67
2024-01-08,Açúcar,29.0,0,56
2024-01-08,Manteiga,40.7,0,69
2024-01-09,Chocolate,30.22,0,52
2024-01-09,Biscoito,22.94,0,59
2024-01-09,Leite,13.0,1,77
2024-01-09,Refrigerante,43.81,0,41
2024-01-09,Pão,8.75,0,32
2024-01-09,Arroz,35.2,0,18
2024-01-09,Feijão,8.04,0,25
2024-01-09,Café,42.36,0,51
2024-01-09,Açúcar,35.98,0,71
2024-01-09,Manteiga,9.5,1,49
2024-01-10,Chocolate,17.21,0,52
2024-01-10,Biscoito,47.64,0,27
2024-01-10,Leite,35.73,0,53
2024-01-10,Refrigerante,44.1,0,69
2024-01-10,Pão,5.91,1,101
2024-01-10,Arroz,7.96,0,35
2024-01-10,Feijão,20.98,0,26
2024-01-10,Café,7.35,0,69
2024-01-10,Açúcar,38.47,0,56
2024-01-10,Manteiga,5.76,0,16
2024-01-11,Chocolate,31.11,0,72
2024-01-11,Biscoito,32.8,0,48
2024-01-11,Leite,21.9,0,63
2024-01-11,Refrigerante,46.93,0,63
2024-01-11,Pão,13.11,0,33
2024-01-11,Arroz,10.36,0,31
2024-01-11,Feijão,29.96,0,38
2024-01-11,Café,15.17,0,60
2024-01-11,Açúcar,34.49,0,48
2024-01-11,Manteiga,30.16,0,45
2024-01-12,Chocolate,25.96,0,31
2024-01-12,Biscoito,10.76,0,22
2024-01-12,Leite,11.62,0,45
2024-01-12,Refrigerante,16.77,0,26
2024-01-12,Pão,35.18,0,54
2024-01-12,Arroz,24.85,0,66
2024-01-12,Feijão,33.82,0,55
2024-01-12,Café,27.42,0,26
2024-01-12,Açúcar,21.3,1,93
2024-01-12,Manteiga,17.12,0,72
2024-01-13,Chocolate,49.17,0,32
2024-01-13,Biscoito,6.58,1,85
2024-01-13,Leite,36.72,0,51
2024-01-13,Refrigerante,32.02,0,76
2024-01-13,Pão,24.87,0,44
2024-01-13,Arroz,12.15,0,45
2024-01-13,Feijão,31.19,0,36
2024-01-13,Café,18.73,0,65
2024-01-13,Açúcar,19.7,0,41
2024-01-13,Manteiga,17.65,0,57
2024-01-14,Chocolate,14.46,0,45
2024-01-14,Biscoito,30.22,0,45
2024-01-14,Leite,40.32,0,40
2024-01-14,Refrigerante,9.01,0,76
2024-01-14,Pão,23.34,0,78
2024-01-14,Arroz,11.03,1,103
2024-01-14,Feijão,43.6,1,94
2024-01-14,Café,13.66,0,43
2024-01-14,Açúcar,33.76,0,44
2024-01-14,Manteiga,11.64,1,90
2024-01-15,Chocolate,29.54,0,45
2024-01-15,Biscoito,49.92,1,94
2024-01-15,Leite,21.91,0,19
2024-01-15,Refrigerante,23.72,0,33
2024-01-15,Pão,47.96,0,23
2024-01-15,Arroz,47.87,0,68
2024-01-15,Feijão,6.49,0,54
2024-01-15,Café,48.51,0,52
2024-01-15,Açúcar,13.13,0,55
2024-01-15,Manteiga,34.41,0,71
2024-01-16,Chocolate,33.65,0,19
2024-01-16,Biscoito,40.78,0,38
2024-01-16,Leite,32.37,0,63
2024-01-16,Refrigerante,33.02,0,72
2024-01-16,Pão,21.03,0,77
2024-01-16,Arroz,26.62,0,8
2024-01-16,Feijão,34.17,1,95
2024-01-16,Café,40.35,0,27
2024-01-16,Açúcar,48.34,0,53
2024-01-16,Manteiga,15.27,0,32
2024-01-17,Chocolate,12.22,0,9
2024-01-17,Biscoito,8.05,0,80
2024-01-17,Leite,13.64,0,39
2024-01-17,Refrigerante,5.97,0,24
2024-01-17,Pão,23.34,0,62
2024-01-17,Arroz,45.16,0,28
2024-01-17,Feijão,29.59,1,51
2024-01-17,Café,13.58,0,48
2024-01-17,Açúcar,28.63,0,40
2024-01-17,Manteiga,20.17,0,54
2024-01-18,Chocolate,5.15,0,57
2024-01-18,Biscoito,48.84,0,60
2024-01-18,Leite,5.55,0,49
2024-01-18,Refrigerante,49.06,0,62
2024-01-18,Pão,46.72,0,48
2024-01-18,Arroz,35.32,0,74
2024-01-18,Feijão,5.48,0,19
2024-01-18,Café,11.64,0,70
2024-01-18,Açúcar,35.57,0,51
2024-01-18,Manteiga,24.05,0,75
2024-01-19,Chocolate,14.02,0,67
2024-01-19,Biscoito,31.3,0,79
2024-01-19,Leite,15.41,0,23
2024-01-19,Refrigerante,28.5,0,47
2024-01-19,Pão,41.39,0,47
2024-01-19,Arroz,28.83,0,32
2024-01-19,Feijão,10.26,0,48
2024-01-19,Café,24.65,1,72
2024-01-19,Açúcar,19.3,0,39
2024-01-19,Manteiga,30.01,0,15
2024-01-20,Chocolate,20.64,0,60
2024-01-20,Biscoito,40.6,0,64
2024-01-20,Leite,9.13,0,68
2024-01-20,Refrigerante,46.04,0,76
2024-01-20,Pão,44.61,0,29
2024-01-20,Arroz,6.03,1,117
2024-01-20,Feijão,28.14,0,84
2024-01-20,Café,19.01,0,77
2024-01-20,Açúcar,30.48,0,29
2024-01-20,Manteiga,5.98,0,72
2024-01-21,Chocolate,12.63,0,75
2024-01-21,Biscoito,33.73,0,60
2024-01-21,Leite,38.34,0,95
2024-01-21,Refrigerante,8.71,0,70
2024-01-21,Pão,47.91,0,83
2024-01-21,Arroz,37.52,0,75
2024-01-21,Feijão,43.41,0,31
2024-01-21,Café,13.58,0,73
2024-01-21,Açúcar,22.55,0,50
2024-01-21,Manteiga,45.02,0,79
2024-01-22,Chocolate,21.4,0,66
2024-01-22,Biscoito,15.41,0,50
2024-01-22,Leite,13.38,0,46
2024-01-22,Refrigerante,6.56,0,40
2024-01-22,Pão,7.56,0,64
2024-01-22,Arroz,49.54,1,80
2024-01-22,Feijão,45.69,0,18
2024-01-22,Café,28.73,0,72
2024-01-22,Açúcar,46.86,0,39
2024-01-22,Manteiga,45.6,0,37
2024-01-23,Chocolate,46.4,0,59
2024-01-23,Biscoito,38.57,0,47
2024-01-23,Leite,15.97,1,74
2024-01-23,Refrigerante,20.7,1,61
2024-01-23,Pão,18.29,0,35
2024-01-23,Arroz,14.87,0,35
2024-01-23,Feijão,46.8,0,67
2024-01-23,Café,11.94,0,23
2024-01-23,Açúcar,30.67,0,55
2024-01-23,Manteiga,25.85,1,80
2024-01-24,Chocolate,27.48,0,29
2024-01-24,Biscoito,29.79,0,50
2024-01-24,Leite,14.35,1,83
2024-01-24,Refrigerante,7.95,0,40
2024-01-24,Pão,34.72,0,31
2024-01-24,Arroz,30.63,0,59
2024-01-24,Feijão,20.36,0,46
2024-01-24,Café,29.11,0,34
2024-01-24,Açúcar,35.86,0,29
2024-01-24,Manteiga,34.59,0,49
2024-01-25,Chocolate,44.22,0,59
2024-01-25,Biscoito,24.28,0,14
2024-01-25,Leite,42.92,0,79
2024-01-25,Refrigerante,37.32,0,60
2024-01-25,Pão,44.77,0,76
2024-01-25,Arroz,26.91,0,71
2024-01-25,Feijão,6.17,0,67
2024-01-25,Café,45.47,0,61
2024-01-25,Açúcar,45.38,0,42
2024-01-25,Manteiga,32.11,0,61
2024-01-26,Chocolate,11.45,0,21
2024-01-26,Biscoito,6.89,0,40
2024-01-26,Leite,21.94,1,85
2024-01-26,Refrigerante,25.13,0,25
2024-01-26,Pão,29.49,0,71
2024-01-26,Arroz,35.83,1,110
2024-01-26,Feijão,28.71,0,67
2024-01-26,Café,41.9,0,24
2024-01-26,Açúcar,12.31,0,37
2024-01-26,Manteiga,18.02,1,71
2024-01-27,Chocolate,40.3,0,86
2024-01-27,Biscoito,32.23,0,69
2024-01-27,Leite,5.54,0,61
2024-01-27,Refrigerante,14.5,1,110
2024-01-27,Pão,6.99,0,40
2024-01-27,Arroz,40.69,1,78
2024-01-27,Feijão,6.55,0,29
2024-01-27,Café,36.82,0,37
2024-01-27,Açúcar,29.2,0,80
2024-01-27,Manteiga,7.18,0,47
2024-01-28,Chocolate,21.16,0,66
2024-01-28,Biscoito,6.75,0,76
2024-01-28,Leite,23.17,0,58
2024-01-28,Refrigerante,40.06,0,79
2024-01-28,Pão,9.3,0,52
2024-01-28,Arroz,22.29,0,67
2024-01-28,Feijão,34.93,0,75
2024-01-28,Café,18.17,0,44
2024-01-28,Açúcar,11.13,0,50
2024-01-28,Manteiga,16.27,0,68
2024-01-29,Chocolate,7.15,0,76
2024-01-29,Biscoito,46.26,0,43
2024-01-29,Leite,47.42,0,61
2024-01-29,Refrigerante,22.64,0,53
2024-01-29,Pão,19.62,0,30
2024-01-29,Arroz,29.68,1,81
2024-01-29,Feijão,41.5,0,73
2024-01-29,Café,36.33,0,75
2024-01-29,Açúcar,27.23,0,70
2024-01-29,Manteiga,10.04,0,53
2024-01-30,Chocolate,44.86,1,58
2024-01-30,Biscoito,34.89,0,35
2024-01-30,Leite,35.59,0,32
2024-01-30,Refrigerante,14.24,0,46
2024-01-30,Pão,40.67,0,39
2024-01-30,Arroz,31.41,0,78
2024-01-30,Feijão,8.28,0,19
2024-01-30,Café,35.99,0,25
2024-01-30,Açúcar,45.57,0,25
2024-01-30,Manteiga,14.77,0,45
2024-01-31,Chocolate,21.45,0,32
2024-01-31,Biscoito,11.74,0,59
2024-01-31,Leite,27.23,0,69
2024-01-31,Refrigerante,18.11,0,47
2024-01-31,Pão,49.79,0,58
2024-01-31,Arroz,40.87,1,97
2024-01-31,Feijão,8.46,0,66
2024-01-31,Café,25.63,0,37
2024-01-31,Açúcar,19.61,0,54
2024-01-31,Manteiga,15.05,0,23
2024-02-01,Chocolate,22.17,0,30
2024-02-01,Biscoito,35.94,0,28
2024-02-01,Leite,12.36,0,49
2024-02-01,Refrigerante,31.46,0,33
2024-02-01,Pão,35.61,0,70
2024-02-01,Arroz,33.16,0,42
2024-02-01,Feijão,10.88,0,35
2024-02-01,Café,6.32,0,19
2024-02-01,Açúcar,42.63,0,47
2024-02-01,Manteiga,32.86,0,23
2024-02-02,Chocolate,46.77,0,22
2024-02-02,Biscoito,11.96,0,40
2024-02-02,Leite,49.51,0,28
2024-02-02,Refrigerante,6.15,0,22
2024-02-02,Pão,48.81,0,33
2024-02-02,Arroz,24.62,0,43
2024-02-02,Feijão,10.03,0,30
2024-02-02,Café,35.56,0,21
2024-02-02,Açúcar,47.67,1,112
2024-02-02,Manteiga,47.56,0,48
2024-02-03,Chocolate,8.63,0,52
2024-02-03,Biscoito,24.94,0,79
2024-02-03,Leite,18.99,0,66
2024-02-03,Refrigerante,6.55,0,45
2024-02-03,Pão,26.02,1,94
2024-02-03,Arroz,44.16,0,57
2024-02-03,Feijão,28.65,0,90
2024-02-03,Café,28.05,0,35
2024-02-03,Açúcar,5.34,1,99
2024-02-03,Manteiga,48.2,1,100
2024-02-04,Chocolate,28.87,0,38
2024-02-04,Biscoito,19.6,0,66
2024-02-04,Leite,35.31,0,52
2024-02-04,Refrigerante,32.99,1,54
2024-02-04,Pão,9.77,0,58
2024-02-04,Arroz,34.69,0,28
2024-02-04,Feijão,16.51,0,83
2024-02-04,Café,42.01,0,67
2024-02-04,Açúcar,18.93,0,60
2024-02-04,Manteiga,16.68,0,38
2024-02-05,Chocolate,30.51,0,41
2024-02-05,Biscoito,45.53,0,60
2024-02-05,Leite,39.28,0,56
2024-02-05,Refrigerante,42.8,0,67
2024-02-05,Pão,7.4,0,42
2024-02-05,Arroz,32.51,0,26
2024-02-05,Feijão,30.74,0,69
2024-02-05,Café,23.66,0,78
2024-02-05,Açúcar,30.05,0,35
2024-02-05,Manteiga,11.46,1,66
2024-02-06,Chocolate,34.05,0,36
2024-02-06,Biscoito,29.38,0,50
2024-02-06,Leite,49.09,0,32
2024-02-06,Refrigerante,31.74,0,38
2024-02-06,Pão,29.4,0,46
2024-02-06,Arroz,37.6,0,40
2024-02-06,Feijão,15.35,0,69
2024-02-06,Café,48.34,0,44
2024-02-06,Açúcar,15.63,0,76
2024-02-06,Manteiga,29.16,0,11
2024-02-07,Chocolate,12.16,1,29
2024-02-07,Biscoito,14.26,0,36
2024-02-07,Leite,18.78,0,48
2024-02-07,Refrigerante,13.66,0,48
2024-02-07,Pão,5.55,0,53
2024-02-07,Arroz,30.46,0,37
2024-02-07,Feijão,11.84,0,34
2024-02-07,Café,13.9,0,31
2024-02-07,Açúcar,19.71,0,67
2024-02-07,Manteiga,29.24,1,91
2024-02-08,Chocolate,43.31,0,42
2024-02-08,Biscoito,12.09,1,77
2024-02-08,Leite,6.58,0,42
2024-02-08,Refrigerante,19.05,0,72
2024-02-08,Pão,42.5,0,25
2024-02-08,Arroz,35.45,1,55
2024-02-08,Feijão,36.95,0,21
2024-02-08,Café,44.18,0,75
2024-02-08,Açúcar,48.89,0,20
2024-02-08,Manteiga,31.69,0,72
2024-02-09,Chocolate,27.4,0,69
2024-02-09,Biscoito,37.25,0,38
2024-02-09,Leite,43.7,1,61
2024-02-09,Refrigerante,47.54,0,37
2024-02-09,Pão,26.22,0,53
2024-02-09,Arroz,37.15,0,59
2024-02-09,Feijão,36.78,0,75
2024-02-09,Café,32.2,0,71
2024-02-09,Açúcar,29.42,0,41
2024-02-09,Manteiga,19.29,0,30
2024-02-10,Chocolate,23.1,0,88
2024-02-10,Biscoito,19.61,0,39
2024-02-10,Leite,19.16,0,81
2024-02-10,Refrigerante,23.61,0,60
2024-02-10,Pão,7.87,0,72
2024-02-10,Arroz,46.95,0,65
2024-02-10,Feijão,14.54,0,60
2024-02-10,Café,40.62,0,82
2024-02-10,Açúcar,13.14,0,49
2024-02-10,Manteiga,13.81,0,38
2024-02-11,Chocolate,45.65,0,70
2024-02-11,Biscoito,19.1,0,79
2024-02-11,Leite,5.01,0,53
2024-02-11,Refrigerante,40.85,0,67
2024-02-11,Pão,19.09,0,84
2024-02-11,Arroz,27.3,0,52
2024-02-11,Feijão,45.98,0,85
2024-02-11,Café,36.81,0,90
2024-02-11,Açúcar,33.66,0,54
2024-02-11,Manteiga,45.02,1,109
2024-02-12,Chocolate,22.26,0,39
2024-02-12,Biscoito,21.2,0,41
2024-02-12,Leite,5.61,0,79
2024-02-12,Refrigerante,48.16,0,46
2024-02-12,Pão,46.22,0,35
2024-02-12,Arroz,42.13,0,69
2024-02-12,Feijão,21.86,0,48
2024-02-12,Café,22.72,0,51
2024-02-12,Açúcar,31.46,0,51
2024-02-12,Manteiga,6.13,0,52
2024-02-13,Chocolate,28.82,0,33
2024-02-13,Biscoito,38.06,0,90
2024-02-13,Leite,35.25,0,18
2024-02-13,Refrigerante,12.31,0,66
2024-02-13,Pão,25.67,0,79
2024-02-13,Arroz,20.21,0,41
2024-02-13,Feijão,45.32,0,55
2024-02-13,Café,11.83,0,71
2024-02-13,Açúcar,36.87,0,35
2024-02-13,Manteiga,48.03,0,63
2024-02-14,Chocolate,20.52,0,49
2024-02-14,Biscoito,8.51,0,72
2024-02-14,Leite,17.12,0,48
2024-02-14,Refrigerante,40.24,0,73
2024-02-14,Pão,16.7,0,74
2024-02-14,Arroz,46.64,0,54
2024-02-14,Feijão,16.47,0,58
2024-02-14,Café,8.08,0,70
2024-02-14,Açúcar,45.8,0,84
2024-02-14,Manteiga,27.6,0,19
2024-02-15,Chocolate,49.48,0,29
2024-02-15,Biscoito,11.74,0,74
2024-02-15,Leite,12.63,0,50
2024-02-15,Refrigerante,31.16,0,33
2024-02-15,Pão,15.69,0,38
2024-02-15,Arroz,12.59,0,39
2024-02-15,Feijão,8.7,0,66
2024-02-15,Café,40.55,1,93
2024-02-15,Açúcar,5.05,0,37
2024-02-15,Manteiga,49.41,0,29
2024-02-16,Chocolate,32.79,0,77
2024-02-16,Biscoito,24.47,0,45
2024-02-16,Leite,13.05,0,10
2024-02-16,Refrigerante,32.54,0,49
2024-02-16,Pão,45.75,0,68
2024-02-16,Arroz,10.24,0,20
2024-02-16,Feijão,14.65,0,39
2024-02-16,Café,26.64,0,49
2024-02-16,Açúcar,25.09,0,21
2024-02-16,Manteiga,33.44,0,74
2024-02-17,Chocolate,48.26,1,106
2024-02-17,Biscoito,23.42,0,88
2024-02-17,Leite,22.22,0,84
2024-02-17,Refrigerante,39.13,0,60
2024-02-17,Pão,28.25,0,84
2024-02-17,Arroz,12.0,0,77
2024-02-17,Feijão,8.36,1,93
2024-02-17,Café,5.06,0,47
2024-02-17,Açúcar,38.21,0,41
2024-02-17,Manteiga,37.6,0,47
2024-02-18,Chocolate,17.11,0,41
2024-02-18,Biscoito,24.63,0,61
2024-02-18,Leite,33.79,0,85
2024-02-18,Refrigerante,49.44,0,72
2024-02-18,Pão,23.13,0,89
2024-02-18,Arroz,29.83,0,34
2024-02-18,Feijão,26.21,1,71
2024-02-18,Café,16.57,0,53
2024-02-18,Açúcar,30.73,0,98
2024-02-18,Manteiga,16.52,0,69
2024-02-19,Chocolate,31.9,1,45
2024-02-19,Biscoito,17.22,0,52
2024-02-19,Leite,21.26,0,82
2024-02-19,Refrigerante,20.68,0,18
2024-02-19,Pão,45.64,0,65
2024-02-19,Arroz,48.95,0,37
2024-02-19,Feijão,12.9,0,65
2024-02-19,Café,27.56,0,48
2024-02-19,Açúcar,28.01,0,39
2024-02-19,Manteiga,6.36,0,60
2024-02-20,Chocolate,44.11,0,15
2024-02-20,Biscoito,22.76,0,54
2024-02-20,Leite,20.68,0,20
2024-02-20,Refrigerante,28.07,0,36
2024-02-20,Pão,32.82,0,34
2024-02-20,Arroz,49.3,1,50
2024-02-20,Feijão,17.1,0,21
2024-02-20,Café,21.62,0,33
2024-02-20,Açúcar,19.24,0,33
2024-02-20,Manteiga,11.76,0,29
2024-02-21,Chocolate,35.02,0,50
2024-02-21,Biscoito,21.82,0,54
2024-02-21,Leite,26.66,0,24
2024-02-21,Refrigerante,19.58,0,68
2024-02-21,Pão,16.96,1,57
2024-02-21,Arroz,21.84,0,26
2024-02-21,Feijão,38.1,0,57
2024-02-21,Café,33.73,1,80
2024-02-21,Açúcar,13.25,0,70
2024-02-21,Manteiga,28.26,0,37
2024-02-22,Chocolate,9.18,0,58
2024-02-22,Biscoito,26.3,0,73
2024-02-22,Leite,15.93,0,33
2024-02-22,Refrigerante,24.76,1,93
2024-02-22,Pão,14.7,0,32
2024-02-22,Arroz,21.6,0,20
2024-02-22,Feijão,34.19,0,79
2024-02-22,Café,9.68,0,74
2024-02-22,Açúcar,19.15,0,69
2024-02-22,Manteiga,21.35,0,15
2024-02-23,Chocolate,21.33,0,69
2024-02-23,Biscoito,35.76,0,80
2024-02-23,Leite,9.27,1,83
2024-02-23,Refrigerante,18.96,0,61
2024-02-23,Pão,36.5,0,75
2024-02-23,Arroz,42.48,0,81
2024-02-23,Feijão,29.83,1,100
2024-02-23,Café,28.32,1,99
2024-02-23,Açúcar,19.94,0,60
2024-02-23,Manteiga,9.49,0,29
2024-02-24,Chocolate,47.76,0,43
2024-02-24,Biscoito,29.75,0,60
2024-02-24,Leite,39.81,0,40
2024-02-24,Refrigerante,14.1,0,67
2024-02-24,Pão,6.11,0,30
2024-02-24,Arroz,19.75,0,48
2024-02-24,Feijão,5.77,0,54
2024-02-24,Café,10.31,1,73
2024-02-24,Açúcar,9.56,0,55
2024-02-24,Manteiga,44.89,0,53
2024-02-25,Chocolate,7.04,0,86
2024-02-25,Biscoito,43.39,0,74
2024-02-25,Leite,9.11,0,53
2024-02-25,Refrigerante,41.56,0,83
2024-02-25,Pão,29.27,0,58
2024-02-25,Arroz,32.51,1,82
2024-02-25,Feijão,20.64,0,51
2024-02-25,Café,43.12,0,67
2024-02-25,Açúcar,31.37,0,47
2024-02-25,Manteiga,41.93,0,64
2024-02-26,Chocolate,45.63,0,31
2024-02-26,Biscoito,25.28,0,42
2024-02-26,Leite,13.86,0,64
2024-02-26,Refrigerante,37.72,0,44
2024-02-26,Pão,35.97,0,26
2024-02-26,Arroz,12.37,0,48
2024-02-26,Feijão,21.88,0,44
2024-02-26,Café,28.18,0,18
2024-02-26,Açúcar,21.43,1,47
2024-02-26,Manteiga,41.9,0,69
2024-02-27,Chocolate,20.71,0,34
2024-02-27,Biscoito,43.45,0,34
2024-02-27,Leite,45.03,0,55
2024-02-27,Refrigerante,34.78,0,37
2024-02-27,Pão,36.53,0,76
2024-02-27,Arroz,18.27,0,43
2024-02-27,Feijão,47.18,0,27
2024-02-27,Café,20.6,0,26
2024-02-27,Açúcar,40.6,0,32
2024-02-27,Manteiga,41.49,0,75
2024-02-28,Chocolate,17.66,0,36
2024-02-28,Biscoito,8.98,0,65
2024-02-28,Leite,29.12,0,57
2024-02-28,Refrigerante,29.2,0,39
2024-02-28,Pão,25.22,0,14
2024-02-28,Arroz,41.7,0,54
2024-02-28,Feijão,32.42,0,31
2024-02-28,Café,21.31,0,25
2024-02-28,Açúcar,38.03,0,18
2024-02-28,Manteiga,19.97,0,47
2024-02-29,Chocolate,43.42,0,54
2024-02-29,Biscoito,42.57,0,34
2024-02-29,Leite,43.17,0,55
2024-02-29,Refrigerante,37.29,0,36
2024-02-29,Pão,27.94,0,40
2024-02-29,Arroz,36.29,0,72
2024-02-29,Feijão,46.14,0,58
2024-02-29,Café,46.86,0,60
2024-02-29,Açúcar,28.1,0,46
2024-02-29,Manteiga,8.48,1,60
2024-03-01,Chocolate,24.67,0,75
2024-03-01,Biscoito,16.44,1,71
2024-03-01,Leite,29.95,0,56
2024-03-01,Refrigerante,11.45,0,53
2024-03-01,Pão,18.69,0,44
2024-03-01,Arroz,45.7,0,60
2024-03-01,Feijão,40.75,0,40
2024-03-01,Café,48.03,0,23
2024-03-01,Açúcar,28.93,1,68
2024-03-01,Manteiga,20.03,0,35
2024-03-02,Chocolate,43.23,0,29
2024-03-02,Biscoito,37.69,0,88
2024-03-02,Leite,42.29,0,81
2024-03-02,Refrigerante,37.44,1,97
2024-03-02,Pão,29.47,0,74
2024-03-02,Arroz,26.8,1,88
2024-03-02,Feijão,19.61,0,66
2024-03-02,Café,21.85,0,34
2024-03-02,Açúcar,30.35,1,124
2024-03-02,Manteiga,48.13,0,69
2024-03-03,Chocolate,43.22,0,80
2024-03-03,Biscoito,11.63,0,81
2024-03-03,Leite,49.87,0,54
2024-03-03,Refrigerante,32.68,0,46
2024-03-03,Pão,29.69,0,89
2024-03-03,Arroz,48.69,0,75
2024-03-03,Feijão,39.84,1,52
2024-03-03,Café,23.03,0,80
2024-03-03,Açúcar,33.18,0,79
2024-03-03,Manteiga,35.61,0,70
2024-03-04,Chocolate,15.0,0,39
2024-03-04,Biscoito,19.87,0,66
2024-03-04,Leite,7.37,0,37
2024-03-04,Refrigerante,17.78,0,42
2024-03-04,Pão,40.57,0,79
2024-03-04,Arroz,33.38,0,38
2024-03-04,Feijão,28.15,0,49
2024-03-04,Café,21.99,0,75
2024-03-04,Açúcar,8.61,0,31
